:René_Guénon [http]     :Mircea_Eliade [http]
:Alexander_Pushkin [http]       :Osip_Mandelstam [http]
:Giannina_Braschi [http]        :Roberto_Bolaño [http]
:Lucy_Maud_Montgomery [http]    :Stephenie_Meyer [http]
:Alan_Moore [http]      :Tim_Burton [http]
:David_Hartley_(philosopher) [http]     :William_Wordsworth [http]
:Yayoi_Kusama [http]    :Yoko_Ono [http]
:Alexander_Pushkin [http]       :Aleksandr_Solzhenitsyn [http]
:Maya_Deren [http]      :Anaïs_Nin [http]
:Otto_Rank [http]       :Anaïs_Nin [http]
:Redd_Foxx [http]       :Andrew_Dice_Clay [http]
:Brian_O'Nolan [http]   :Anthony_Burgess [http]
:Alexander_Pushkin [http]       :Anton_Chekhov [http]
:Richard_Swinburne [http]       :Antony_Flew [http]
:John_Evans_(archaeologist) [http]      :Arthur_Evans [http]
:Emerich_de_Vattel [http]       :Benjamin_Franklin [http]
:W._D._Ross [http]      :Bernard_Gert [http]
:Alan_Moore [http]      :Brian_Azzarello [http]
:Rip_Taylor [http]      :Carrot_Top [http]
:Claude_Adrien_Helvétius [http] :Cesare_Beccaria [http]
:Tobias_Smollett [http] :Charles_Dickens [http]
:Vic_Reeves [http]      :Charlie_Higson [http]
:Robert_Southey [http]  :Charlotte_Brontë [http]
:Gene_Wolfe [http]      :China_Miéville [http]
:Chris_Rock [http]      :Christian_Finnegan [http]
:Aldous_Huxley [http]   :Christopher_Isherwood [http]
:Allen_Tate [http]      :Cleanth_Brooks [http]
:Rodney_Dangerfield [http]      :Conan_O'Brien [http]
:Kyriakos_Charalambides [http]  :Constantine_P._Cavafy [http]
:Nicholas_Georgescu-Roegen [http]       :Cutler_J._Cleveland [http]
:Donald_Barthelme [http]        :Dave_Eggers [http]
:Jack_Smith_(film_director) [http]      :David_Byrne [http]
:Donald_Barthelme [http]        :David_Foster_Wallace [http]
:Hunter_S._Thompson [http]      :David_Foster_Wallace [http]
:Richard_Hofstadter [http]      :David_M._Potter [http]
:John_Colet [http]      :Desiderius_Erasmus [http]
:Richard_Brautigan [http]       :Don_Carpenter [http]
:Brian_O'Nolan [http]   :Dylan_Moran [http]
:Redd_Foxx [http]       :Eddie_Murphy [http]
:Aristippus [http]      :Epicurus [http]
:Christoph_von_Sigwart [http]   :F._H._Bradley [http]
:Alexis_de_Tocqueville [http]   :Friedrich_Hayek [http]
:Vissarion_Belinsky [http]      :Fyodor_Dostoyevsky [http]
:Alexander_Pushkin [http]       :Fyodor_Dostoyevsky [http]
:Tudor_Arghezi [http]   :Gala_Galaction [http]
:Alexander_Pushkin [http]       :Adam_Mickiewicz [http]
:Chris_Rock [http]      :George_Lopez [http]
:James_Joseph_Sylvester [http]  :George_Salmon [http]
:Gunnar_Nordström [http]        :Albert_Einstein [http]
:Alexander_Pushkin [http]       :Alexander_Blok [http]
:Charles_Grafton_Page [http]    :Alexander_Graham_Bell [http]
:William_Stanley_Jevons [http]  :Alfred_Marshall [http]
:Ben_Shahn [http]       :Andy_Warhol [http]
:Jack_Smith_(film_director) [http]      :Andy_Warhol [http]
:Wilhelm_von_Gloeden [http]     :Andy_Warhol [http]
:Yayoi_Kusama [http]    :Andy_Warhol [http]
:Alexander_Pushkin [http]       :Anna_Akhmatova [http]
:Hans_Jonas [http]      :Harold_Bloom [http]
:Hart_Crane [http]      :Harold_Bloom [http]
:Henri-Edmond_Cross [http]      :Henri_Matisse [http]
:Friedrich_Albert_Lange [http]  :Hermann_Cohen [http]
:Alexius_Meinong [http] :Bertrand_Russell [http]
:Christoph_von_Sigwart [http]   :Bertrand_Russell [http]
:Alfred_North_Whitehead [http]  :Bertrand_Russell [http]
:Richard_Hofstadter [http]      :Howard_Zinn [http]
:Robert_Morison [http]  :Carl_Linnaeus [http]
:Bruce_Sterling [http]  :Charles_Stross [http]
:Neal_Stephenson [http] :Charles_Stross [http]
:Ion_Creangă [http]     :Ion_Călugăru [http]
:Amy_Hempel [http]      :Chuck_Palahniuk [http]
:Ken_Kesey [http]       :Chuck_Palahniuk [http]
:Émile_Durkheim [http]  :Claude_Lévi-Strauss [http]
:Alexander_Pushkin [http]       :Ivan_Goncharov [http]
:Vissarion_Belinsky [http]      :Ivan_Turgenev [http]
:Alexander_Pushkin [http]       :Ivan_Turgenev [http]
:Georg_Henrik_von_Wright [http] :Jaakko_Hintikka [http]
:Seebohm_Rowntree [http]        :David_Lloyd_George [http]
:Jack_Smith_(film_director) [http]      :David_Lynch [http]
:Maya_Deren [http]      :David_Lynch [http]
:David_Brin [http]      :James_Wesley_Rawles [http]
:Tom_Clancy [http]      :James_Wesley_Rawles [http]
:Abbie_Hoffman [http]   :Jello_Biafra [http]
:Héctor-Neri_Castañeda [http]   :John_Perry_(philosopher) [http]
:Amiri_Baraka [http]    :John_S._Hall [http]
:Hubert_Dreyfus [http]  :John_Searle [http]
:Émile_Durkheim [http]  :Fernand_Braudel [http]
:Jakob_Böhme [http]     :Friedrich_Wilhelm_Joseph_Schelling [http]
:Alexander_Pushkin [http]       :Fyodor_Tyutchev [http]
:Friedrich_Heinrich_Jacobi [http]       :Georg_Wilhelm_Friedrich_Hegel [http]
:Jakob_Böhme [http]     :Georg_Wilhelm_Friedrich_Hegel [http]
:Tobias_Smollett [http] :George_Orwell [http]
:Yevgeny_Zamyatin [http]        :George_Orwell [http]
:Aldous_Huxley [http]   :George_Orwell [http]
:Bernard_Cornwell [http]        :George_R._R._Martin [http]
:Jack_Vance [http]      :George_R._R._Martin [http]
:Emerich_de_Vattel [http]       :George_Washington [http]
:Theodore_Sturgeon [http]       :Kurt_Vonnegut [http]
:Aldous_Huxley [http]   :Kurt_Vonnegut [http]
:Hans_Jonas [http]      :Hannah_Arendt [http]
:Émile_Durkheim [http]  :Henri_Bergson [http]
:Alexandre_Dumas [http] :Henryk_Sienkiewicz [http]
:Chester_Barnard [http] :Herbert_A._Simon [http]
:Owen_Chase [http]      :Herman_Melville [http]
:Jack_Smith_(film_director) [http]      :Laurie_Anderson [http]
:Alexander_Pushkin [http]       :Leo_Tolstoy [http]
:Clark_Ashton_Smith [http]      :Lloyd_Kropp [http]
:Jack_Smith_(film_director) [http]      :Lou_Reed [http]
:John_Wycliffe [http]   :Jan_Hus [http]
:Aldous_Huxley [http]   :Jim_Morrison [http]
:Alexis_de_Tocqueville [http]   :John_Stuart_Mill [http]
:Alexandre_Dumas [http] :Jules_Verne [http]
:Harold_Hotelling [http]        :Kenneth_Arrow [http]
:René_Guénon [http]     :Marco_Pallis [http]
:Aldous_Huxley [http]   :Margaret_Atwood [http]
:Hermann_Ebbinghaus [http]      :Lev_Vygotsky [http]
:Maximilian_Voloshin [http]     :Marina_Tsvetaeva [http]
:Alexander_Pushkin [http]       :Marina_Tsvetaeva [http]
:Friedrich_Heinrich_Jacobi [http]       :Martin_Heidegger [http]
:Redd_Foxx [http]       :Michael_Douglas [http]
:J._M._E._McTaggart [http]      :Michael_Dummett [http]
:Redd_Foxx [http]       :Michael_Jackson [http]
:Alexander_Pushkin [http]       :Maxim_Gorky [http]
:A._J._Ayer [http]      :Mihailo_Marković [http]
:Alexander_Pushkin [http]       :Mikhail_Lermontov [http]
:Jack_Vance [http]      :Michael_Moorcock [http]
:Alexander_Pushkin [http]       :Mihai_Eminescu [http]
:Alexander_Pushkin [http]       :Modest_Mussorgsky [http]
:Alfred_North_Whitehead [http]  :Mordecai_Kaplan [http]
:Friedrich_Heinrich_Jacobi [http]       :Moses_Mendelssohn [http]
:Gene_Wolfe [http]      :Neil_Gaiman [http]
:Jack_Vance [http]      :Neil_Gaiman [http]
:R._A._Lafferty [http]  :Neil_Gaiman [http]
:Alan_Moore [http]      :Neil_Gaiman [http]
:Arkhip_Kuindzhi [http] :Nicholas_Roerich [http]
:Alexander_Pushkin [http]       :Nikolai_Gogol [http]
:H._L._A._Hart [http]   :Neil_MacCormick [http]
:Alexander_Pushkin [http]       :Nikolai_Leskov [http]
:Redd_Foxx [http]       :Nipsey_Russell [http]
:Alexander_Pushkin [http]       :Pablo_Neruda [http]
:Anaxagoras [http]      :Pericles [http]
:Hunter_S._Thompson [http]      :P._J._O'Rourke [http]
:Jack_Vance [http]      :Poul_Anderson [http]
:Otto_Rank [http]       :Paul_Goodman_(writer) [http]
:Abbie_Hoffman [http]   :Paul_Krassner [http]
:Vic_Reeves [http]      :Paul_Whitehouse [http]
:Alexander_Pushkin [http]       :Pyotr_Ilyich_Tchaikovsky [http]
:Kyriakos_Charalambides [http]  :Rainer_Maria_Rilke [http]
:Theodore_Sturgeon [http]       :Ray_Bradbury [http]
:Yevgeny_Zamyatin [http]        :Ray_Bradbury [http]
:Alexis_de_Tocqueville [http]   :Raymond_Aron [http]
:Arcesilaus [http]      :Philo_of_Larissa [http]
:Hubert_Dreyfus [http]  :Richard_Rorty [http]
:Jack_Vance [http]      :Roger_Zelazny [http]
:Alexander_Luria [http] :Roman_Jakobson [http]
:Kyōka_Izumi [http]     :Ryūnosuke_Akutagawa [http]
