Company Name,Market Value-Mnthly[-10Y],Market Value-Mnthly[-9Y],Market Value-Mnthly[-8Y],Market Value-Mnthly[-7Y],Market Value-Mnthly[-6Y],Market Value-Mnthly[-5Y],Market Value-Mnthly[-4Y],Market Value-Mnthly[-3Y],Market Value-Mnthly[-2Y],Market Value-Mnthly[-1Y],Market Value-Mnthly[0Y],Price/Earnings - Monthly[-10Y],Price/Earnings - Monthly[-9Y],Price/Earnings - Monthly[-8Y],Price/Earnings - Monthly[-7Y],Price/Earnings - Monthly[-6Y],Price/Earnings - Monthly[-5Y],Price/Earnings - Monthly[-4Y],Price/Earnings - Monthly[-3Y],Price/Earnings - Monthly[-2Y],Price/Earnings - Monthly[-1Y],Price/Earnings - Monthly[0Y],Price/Cash Flow-Share Mtly[-10Y],Price/Cash Flow-Share Mtly[-9Y],Price/Cash Flow-Share Mtly[-8Y],Price/Cash Flow-Share Mtly[-7Y],Price/Cash Flow-Share Mtly[-6Y],Price/Cash Flow-Share Mtly[-5Y],Price/Cash Flow-Share Mtly[-4Y],Price/Cash Flow-Share Mtly[-3Y],Price/Cash Flow-Share Mtly[-2Y],Price/Cash Flow-Share Mtly[-1Y],Price/Cash Flow-Share Mtly[0Y],Price to Book[-10Y],Price to Book[-9Y],Price to Book[-8Y],Price to Book[-7Y],Price to Book[-6Y],Price to Book[-5Y],Price to Book[-4Y],Price to Book[-3Y],Price to Book[-2Y],Price to Book[-1Y],Price to Book[0Y],Beta[-10Y],Beta[-9Y],Beta[-8Y],Beta[-7Y],Beta[-6Y],Beta[-5Y],Beta[-4Y],Beta[-3Y],Beta[-2Y],Beta[-1Y],Beta[0Y],Return on Assets[-10Y],Return on Assets[-9Y],Return on Assets[-8Y],Return on Assets[-7Y],Return on Assets[-6Y],Return on Assets[-5Y],Return on Assets[-4Y],Return on Assets[-3Y],Return on Assets[-2Y],Return on Assets[-1Y],Return on Assets[0Y],Cash[-10Y],Cash[-9Y],Cash[-8Y],Cash[-7Y],Cash[-6Y],Cash[-5Y],Cash[-4Y],Cash[-3Y],Cash[-2Y],Cash[-1Y],Cash[0Y],Bad Debt Reserve[-10Y],Bad Debt Reserve[-9Y],Bad Debt Reserve[-8Y],Bad Debt Reserve[-7Y],Bad Debt Reserve[-6Y],Bad Debt Reserve[-5Y],Bad Debt Reserve[-4Y],Bad Debt Reserve[-3Y],Bad Debt Reserve[-2Y],Bad Debt Reserve[-1Y],Bad Debt Reserve[0Y],EBIT[-10Y],EBIT[-9Y],EBIT[-8Y],EBIT[-7Y],EBIT[-6Y],EBIT[-5Y],EBIT[-4Y],EBIT[-3Y],EBIT[-2Y],EBIT[-1Y],EBIT[0Y]
SONOCO PRODUCTS CO,"2,150.563 ","2,540.198 ","2,215.038 ","2,384.299 ","2,913.587 ","2,913.834 ","3,796.295 ","3,249.209 ","2,309.700 ","2,925.380 ","3,405.822 ",12.949 ,27.688 ,17.639 ,30.775 ,19.253 ,18.037 ,19.518 ,15.343 ,14.122 ,19.500 ,17.005 ,@CF,@CF,@CF,@CF,9.903 ,8.874 ,10.577 ,8.633 ,6.256 ,9.345 ,8.840 ,2.416 ,3.143 ,2.530 ,2.611 ,2.701 ,2.357 ,2.838 ,2.437 ,1.567 ,2.242 ,2.293 ,@NA,@NA,@NA,@NA,@NA,@NA,0.908 ,0.893 ,1.033 ,1.065 ,0.988 ,7.516 ,3.895 ,5.662 ,3.102 ,4.972 ,5.429 ,6.688 ,6.411 ,5.333 ,4.946 ,6.128 ,35.219 ,36.130 ,31.405 ,84.854 ,117.725 ,59.608 ,86.498 ,70.758 ,101.655 ,185.245 ,158.249 ,@NA,2.228 ,2.345 ,2.265 ,1.901 ,1.784 ,1.792 ,1.788 ,2.068 ,2.312 ,1.570 ,331.948 ,277.522 ,263.687 ,208.600 ,268.487 ,308.484 ,346.088 ,363.725 ,349.634 ,279.587 ,364.085 
SOTHEBY'S,982.941 ,743.381 ,404.406 ,615.356 ,828.241 ,"1,055.333 ","2,003.458 ","2,535.479 ",598.217 ,"1,503.867 ","3,017.925 ",@NM,@NM,@NM,@NM,17.980 ,17.654 ,17.427 ,11.407 ,22.795 ,@NM,18.987 ,(10.956),(43.900),(23.143),(33.901),16.957 ,14.943 ,17.989 ,12.461 ,3.681 ,(22.386),19.318 ,5.082 ,3.961 ,2.787 ,5.967 ,4.419 ,14.242 ,7.123 ,5.713 ,0.932 ,2.982 ,4.654 ,@NA,@NA,@NA,@NA,@NA,@NA,1.357 ,1.409 ,2.205 ,2.187 ,2.326 ,(17.660),(4.825),(6.253),(2.938),5.092 ,5.955 ,7.268 ,10.551 ,1.683 ,(0.412),7.388 ,54.625 ,107.586 ,62.687 ,70.677 ,268.886 ,132.635 ,358.492 ,363.132 ,279.029 ,345.694 ,502.475 ,3.810 ,3.350 ,2.402 ,2.377 ,1.302 ,1.200 ,1.083 ,0.651 ,1.362 ,1.148 ,0.594 ,(21.380),(10.966),13.307 ,9.313 ,129.021 ,123.621 ,198.058 ,286.009 ,73.534 ,65.293 ,273.944 
SOURCEFIRE INC,@NA,@NA,@NA,@NA,@NA,@NA,@NA,204.055 ,144.855 ,719.172 ,726.299 ,@NA,@NA,@NA,@NA,@NM,@NM,@NM,@NM,@NM,78.647 ,36.014 ,@NA,@NA,@NA,@NA,@NA,@NA,@NA,(69.969),(27.958),91.874 ,28.199 ,@NA,@NA,@NA,@NA,@NA,@NA,@NA,1.899 ,1.380 ,6.054 ,4.662 ,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,1.268 ,1.095 ,@NA,@NA,@NA,@NA,@NA,(25.685),(1.866),(3.967),(4.150),5.097 ,8.287 ,@NA,@NA,@NA,@NA,@NA,3.111 ,25.414 ,102.887 ,99.111 ,102.145 ,139.472 ,@NA,@NA,@NA,@NA,@NA,0.974 ,0.996 ,0.767 ,1.894 ,2.316 ,1.139 ,@NA,@NA,@NA,@NA,@NA,(4.623),(1.657),(7.034),(8.816),9.374 ,14.266 
SOUTH JERSEY INDUSTRIES INC,340.995 ,385.071 ,401.754 ,526.541 ,724.907 ,836.435 ,978.211 ,"1,067.254 ","1,184.701 ","1,137.611 ","1,577.892 ",13.710 ,14.236 ,13.533 ,14.727 ,16.739 ,16.942 ,13.472 ,16.944 ,15.327 ,19.381 ,23.476 ,7.895 ,@SF,8.257 ,8.677 ,11.042 ,11.046 ,10.990 ,11.266 ,11.821 ,13.026 ,15.941 ,1.740 ,1.794 ,1.733 ,2.060 ,2.152 ,2.272 ,2.268 ,2.259 ,2.301 ,2.157 ,2.837 ,@NA,@NA,@NA,@NA,@NA,@NA,0.329 ,0.731 ,0.296 ,0.203 ,0.279 ,2.835 ,2.720 ,2.907 ,3.068 ,3.456 ,3.383 ,4.593 ,4.097 ,4.303 ,3.285 ,3.240 ,7.227 ,3.965 ,4.291 ,4.364 ,5.272 ,4.884 ,7.932 ,11.678 ,5.775 ,3.823 ,2.363 ,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,67.689 ,69.061 ,69.075 ,77.843 ,90.739 ,101.784 ,145.802 ,129.623 ,153.509 ,111.110 ,116.492 
SOUTHERN CO,"21,566.848 ","17,341.479 ","19,964.898 ","22,149.051 ","24,743.793 ","25,603.822 ","27,377.396 ","29,429.811 ","28,659.461 ","26,663.031 ","31,757.891 ",21.875 ,15.648 ,15.263 ,14.901 ,16.193 ,16.135 ,17.387 ,16.921 ,16.372 ,16.097 ,16.131 ,9.438 ,7.868 ,8.598 ,8.574 ,10.082 ,9.216 ,9.887 ,9.847 ,8.922 ,8.552 ,8.722 ,2.299 ,2.175 ,2.289 ,2.287 ,2.402 ,2.367 ,2.426 ,2.384 ,2.138 ,1.856 ,1.954 ,@NA,@NA,@NA,@NA,@NA,@NA,(0.063),0.335 ,0.374 ,0.339 ,0.355 ,3.169 ,3.752 ,4.145 ,4.206 ,4.145 ,3.990 ,3.673 ,3.787 ,3.603 ,3.157 ,3.589 ,205.000 ,377.000 ,273.000 ,311.000 ,373.000 ,202.000 ,167.000 ,269.000 ,520.000 ,733.000 ,515.000 ,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,"2,404.000 ","2,391.000 ","2,581.000 ","2,811.000 ","2,827.000 ","2,962.000 ","3,224.000 ","3,326.000 ","3,506.000 ","3,470.000 ","3,802.000 "
SOUTHERN UNION CO,782.608 ,"1,040.033 ",934.949 ,"1,178.109 ","1,540.674 ","2,632.902 ","3,343.882 ","3,524.169 ","1,616.738 ","2,816.389 ","2,996.835 ",68.750 ,17.895 ,566.667 ,21.175 ,14.950 ,19.056 ,16.063 ,16.682 ,5.770 ,16.449 ,12.803 ,12.042 ,9.062 ,9.851 ,9.556 ,7.510 ,13.010 ,11.595 ,7.582 ,3.847 ,6.128 ,6.713 ,1.240 ,1.380 ,1.319 ,1.514 ,1.517 ,1.519 ,1.968 ,1.811 ,0.735 ,1.221 ,1.202 ,@NA,@NA,@NA,@NA,@NA,@NA,1.254 ,1.460 ,1.273 ,0.992 ,0.961 ,0.487 ,1.957 ,0.733 ,0.951 ,2.216 ,0.057 ,2.944 ,2.857 ,3.494 ,2.116 ,2.884 ,215.646 ,30.666 ,1.163 ,87.050 ,19.971 ,16.938 ,5.751 ,5.690 ,4.318 ,10.545 ,3.299 ,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,90.114 ,132.863 ,121.569 ,142.371 ,305.527 ,338.044 ,355.085 ,433.985 ,529.979 ,346.089 ,460.615 
SOUTHWEST AIRLINES,"16,827.064 ","14,143.575 ","10,767.594 ","12,705.263 ","12,691.611 ","13,024.488 ","12,130.882 ","8,955.264 ","6,376.421 ","8,480.374 ","9,697.306 ",26.824 ,27.582 ,44.839 ,28.821 ,40.700 ,26.934 ,24.317 ,14.353 ,35.917 ,87.923 ,20.935 ,20.041 ,15.466 ,17.770 ,15.243 ,16.005 ,13.779 ,11.963 ,7.890 ,6.820 ,15.590 ,9.084 ,5.241 ,3.581 ,2.491 ,2.610 ,2.306 ,1.928 ,1.831 ,1.428 ,0.903 ,1.626 ,1.630 ,@NA,@NA,@NA,@NA,@NA,@NA,0.927 ,0.387 ,0.699 ,1.036 ,1.102 ,9.374 ,5.681 ,2.691 ,4.475 ,2.761 ,3.854 ,3.707 ,3.846 ,1.244 ,0.694 ,2.968 ,522.995 ,"2,279.861 ","1,815.352 ","1,865.000 ","1,305.000 ","2,531.000 ","1,759.000 ","2,779.000 ","1,803.000 ","2,593.000 ","3,538.000 ",@NA,@NA,@NA,@NA,@NA,@NA,@IF,@IF,@IF,@IF,@IF,"1,021.145 ",631.122 ,381.338 ,483.000 ,572.000 ,820.000 ,934.000 ,816.000 ,459.000 ,328.000 ,992.000 
SOUTHWEST GAS CORP,691.316 ,724.252 ,778.634 ,764.108 ,915.899 ,"1,032.874 ","1,591.012 ","1,269.214 ","1,107.511 ","1,282.566 ","1,670.245 ",17.930 ,19.267 ,17.632 ,19.693 ,15.776 ,22.956 ,18.536 ,15.112 ,18.014 ,14.631 ,16.013 ,4.954 ,4.695 ,4.747 ,4.301 ,4.681 ,4.963 ,6.832 ,4.749 ,4.189 ,4.835 ,5.660 ,1.375 ,1.357 ,1.386 ,1.283 ,1.384 ,1.375 ,1.932 ,1.348 ,1.096 ,1.204 ,1.493 ,@NA,@NA,@NA,@NA,@NA,@NA,0.213 ,0.549 ,0.651 ,0.717 ,0.736 ,1.716 ,1.568 ,1.849 ,1.476 ,1.932 ,1.357 ,2.406 ,2.268 ,1.596 ,2.240 ,2.607 ,19.955 ,32.486 ,19.392 ,17.183 ,13.641 ,29.603 ,18.786 ,31.991 ,26.399 ,65.315 ,116.096 ,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,128.630 ,133.983 ,146.499 ,135.105 ,169.767 ,160.648 ,209.182 ,220.587 ,207.862 ,208.391 ,232.117 
SOUTHWESTERN ENERGY CO,259.717 ,261.997 ,294.540 ,851.031 ,"1,837.310 ","6,004.244 ","5,897.863 ","9,496.639 ","9,977.413 ","16,643.219 ","12,980.088 ",@NM,7.429 ,20.088 ,16.040 ,17.479 ,36.674 ,36.134 ,42.534 ,17.452 ,@NM,21.389 ,(45.590),3.010 ,4.035 ,9.115 ,12.001 ,27.029 ,19.292 ,21.665 ,10.728 ,43.694 ,10.959 ,1.967 ,1.491 ,1.635 ,2.646 ,4.625 ,6.077 ,4.281 ,5.897 ,4.493 ,7.498 ,4.521 ,@NA,@NA,@NA,@NA,@NA,@NA,0.554 ,1.240 ,0.651 ,0.689 ,0.505 ,(6.493),4.753 ,1.933 ,5.586 ,9.037 ,7.908 ,6.836 ,6.105 ,11.931 ,(0.747),10.039 ,2.386 ,3.641 ,1.690 ,1.277 ,1.235 ,223.705 ,42.927 ,0.727 ,196.277 ,13.184 ,16.055 ,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,(53.469),82.669 ,46.505 ,94.351 ,182.287 ,245.920 ,246.272 ,381.466 ,886.768 ,(34.966),"1,021.228 "
SOVRAN SELF STORAGE INC,238.202 ,383.052 ,372.679 ,507.729 ,665.096 ,803.375 ,"1,153.104 ",868.446 ,791.604 ,963.531 ,"1,017.723 ",10.406 ,17.902 ,17.084 ,26.347 ,29.062 ,25.253 ,30.147 ,22.402 ,22.086 ,45.228 ,30.675 ,@CF,@CF,@CF,@CF,@CF,@CF,@CF,@CF,@CF,@CF,@CF,0.960 ,1.552 ,1.474 ,1.971 ,2.126 ,2.288 ,2.998 ,1.641 ,1.519 ,1.822 ,1.609 ,@NA,@NA,@NA,@NA,@NA,@NA,0.275 ,0.992 ,1.033 ,1.189 ,1.018 ,4.197 ,3.739 ,3.251 ,2.869 ,3.270 ,3.910 ,3.238 ,3.259 ,3.019 ,1.747 ,2.790 ,1.421 ,1.883 ,2.063 ,20.101 ,3.105 ,4.911 ,47.730 ,4.010 ,4.486 ,10.710 ,5.766 ,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,45.227 ,39.746 ,42.955 ,46.028 ,49.648 ,56.548 ,68.538 ,75.592 ,76.986 ,71.751 ,66.690 
SPARTAN MOTORS INC,19.049 ,67.366 ,136.742 ,122.988 ,149.447 ,129.994 ,318.583 ,249.217 ,154.600 ,185.120 ,198.467 ,3.924 ,11.228 ,11.380 ,27.297 ,24.854 ,15.591 ,17.859 ,9.922 ,3.556 ,14.075 ,27.682 ,@CF,@CF,10.548 ,16.278 ,16.686 ,12.689 ,18.091 ,10.772 ,2.882 ,@SF,@SF,0.610 ,1.966 ,2.496 ,2.004 ,2.184 ,1.771 ,3.279 ,2.017 ,0.912 ,1.018 ,1.098 ,@NA,@NA,@NA,@NA,@NA,@NA,(0.393),1.852 ,0.899 ,2.063 ,1.970 ,4.996 ,7.750 ,12.948 ,4.859 ,5.502 ,6.730 ,8.827 ,7.690 ,16.357 ,4.014 ,2.993 ,0.535 ,4.193 ,8.082 ,18.481 ,11.970 ,11.690 ,13.835 ,13.528 ,13.741 ,18.475 ,14.507 ,1.561 ,1.701 ,1.251 ,1.946 ,1.152 ,0.529 ,0.592 ,0.600 ,0.193 ,1.809 ,1.765 ,7.942 ,10.938 ,17.314 ,6.174 ,8.985 ,12.651 ,29.394 ,39.250 ,74.712 ,20.828 ,12.754 
SPARTAN STORES INC,@NA,190.954 ,148.618 ,46.802 ,90.239 ,218.290 ,265.391 ,579.443 ,456.740 ,342.241 ,323.772 ,@NA,7.331 ,12.965 ,@NM,@NM,10.969 ,13.010 ,23.304 ,13.627 ,9.692 ,12.431 ,@NA,3.501 ,2.324 ,21.638 ,6.180 ,6.230 ,6.642 ,13.407 ,8.420 ,5.592 ,4.970 ,@NA,0.883 ,0.630 ,0.354 ,0.888 ,1.827 ,1.907 ,3.508 ,2.279 ,1.437 ,1.200 ,@NA,@NA,@NA,@NA,@NA,@NA,@NA,0.816 ,0.901 ,0.549 ,0.362 ,3.013 ,2.841 ,1.519 ,(6.109),(1.508),5.167 ,5.378 ,5.246 ,5.328 ,5.105 ,3.442 ,57.050 ,49.539 ,24.273 ,25.011 ,12.679 ,14.880 ,7.655 ,12.063 ,19.867 ,6.519 ,9.170 ,2.778 ,3.276 ,4.410 ,7.345 ,10.662 ,7.260 ,5.438 ,6.205 ,4.161 ,3.379 ,4.047 ,46.521 ,62.462 ,38.708 ,8.374 ,12.562 ,36.197 ,38.089 ,55.891 ,61.622 ,72.744 ,64.818 
SPECTRA ENERGY CORP,@NA,@NA,@NA,@NA,@NA,@NA,"17,482.500 ","16,325.935 ","9,617.911 ","13,264.945 ","16,199.067 ",@NA,@NA,@NA,@NA,@NA,@NA,25.935 ,17.446 ,8.648 ,15.656 ,15.522 ,@NA,@NA,@NA,@NA,@NA,@NA,@NA,11.681 ,5.287 ,9.793 ,10.341 ,@NA,@NA,@NA,@NA,@NA,@NA,@NA,2.433 ,1.498 ,1.912 ,2.169 ,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,0.941 ,0.914 ,0.910 ,@NA,@NA,@NA,@NA,@NA,@NA,4.601 ,4.110 ,5.150 ,3.501 ,3.908 ,@NA,@NA,@NA,@NA,@NA,@NA,299.000 ,94.000 ,214.000 ,196.000 ,130.000 ,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,"1,221.000 ","1,442.000 ","1,492.000 ","1,475.000 ","1,644.000 "
SPRINT NEXTEL CORP,"16,210.594 ","19,363.512 ","13,391.800 ","15,268.859 ","34,422.766 ","66,179.602 ","52,466.559 ","36,360.527 ","5,091.001 ","10,647.408 ","12,487.150 ",13.818 ,@NM,12.271 ,@NM,@NM,58.400 ,55.559 ,@NM,@NM,@NM,@NM,4.714 ,6.265 ,5.595 ,3.498 ,10.141 ,12.834 ,5.418 ,3.990 ,(0.237),2.331 ,4.012 ,1.322 ,1.525 ,1.089 ,1.165 ,2.612 ,1.284 ,0.993 ,0.709 ,0.241 ,0.584 ,0.800 ,@NA,@NA,@NA,@NA,@NA,@NA,1.935 ,1.322 ,2.168 ,1.206 ,1.139 ,5.493 ,(0.575),4.570 ,1.683 ,(2.466),1.749 ,1.022 ,(46.140),(4.800),(4.395),(6.708),122.000 ,134.000 ,641.000 ,"1,635.000 ","4,621.000 ","10,758.000 ","2,061.000 ","2,440.000 ","3,719.000 ","3,924.000 ","5,473.000 ",7.751 ,@NA,@NA,7.623 ,8.618 ,6.144 ,7.157 ,8.544 ,7.589 ,6.433 ,6.093 ,"2,834.000 ","1,813.000 ","1,873.000 ","2,064.000 ","3,414.000 ","4,670.000 ","3,104.000 ","1,777.000 ",(732.000),"(1,044.000)",(615.000)
SPX CORP,"3,431.383 ","5,533.635 ","3,015.736 ","4,373.994 ","3,009.948 ","3,012.124 ","3,509.667 ","5,388.826 ","2,206.893 ","2,696.272 ","3,588.941 ",16.799 ,28.700 ,10.549 ,32.855 ,@NM,"2,288.500 ",15.804 ,19.153 ,8.609 ,58.192 ,18.284 ,13.748 ,18.638 ,7.370 ,@CF,@CF,@SF,@CF,@CF,@CF,12.284 ,22.811 ,5.270 ,3.420 ,1.665 ,2.530 ,1.405 ,1.177 ,1.841 ,2.951 ,0.922 ,1.290 ,1.773 ,@NA,@NA,@NA,@NA,@NA,@NA,1.102 ,1.167 ,2.020 ,1.349 ,1.368 ,6.266 ,2.443 ,4.074 ,3.470 ,(1.511),(0.369),4.055 ,4.815 ,4.136 ,0.811 ,3.244 ,73.700 ,460.000 ,541.300 ,721.600 ,581.400 ,576.300 ,477.200 ,354.100 ,475.900 ,522.900 ,455.400 ,2.873 ,2.875 ,3.154 ,3.726 ,3.995 ,4.308 ,3.766 ,4.187 ,4.557 ,5.441 ,4.650 ,379.300 ,506.100 ,704.200 ,592.100 ,293.400 ,297.600 ,322.800 ,453.100 ,613.600 ,438.200 ,381.300 
SRA INTERNATIONAL INC,@NA,@NA,289.118 ,514.304 ,742.039 ,"1,322.207 ","1,098.461 ","1,080.269 ",974.989 ,744.421 ,862.490 ,@NA,@NA,35.039 ,23.022 ,27.660 ,31.853 ,23.360 ,22.554 ,17.685 ,17.049 ,61.469 ,@NA,@NA,@AF,20.352 ,23.913 ,28.232 ,18.999 ,16.980 ,13.474 ,11.312 ,24.964 ,@NA,@NA,6.124 ,2.659 ,2.283 ,3.246 ,2.151 ,1.789 ,1.419 ,1.036 ,1.152 ,@NA,@NA,@NA,@NA,@NA,@NA,0.219 ,0.464 ,1.137 ,1.150 ,1.148 ,5.819 ,5.785 ,4.983 ,8.132 ,8.430 ,10.143 ,8.660 ,7.483 ,6.446 ,5.300 ,1.781 ,0.009 ,0.008 ,87.137 ,158.697 ,152.443 ,183.129 ,183.398 ,212.119 ,230.454 ,76.083 ,99.313 ,@NA,@NA,@NA,1.143 ,0.861 ,0.557 ,0.603 ,1.014 ,0.720 ,0.911 ,0.758 ,14.028 ,(2.317),18.507 ,41.988 ,61.601 ,88.632 ,96.967 ,92.825 ,122.674 ,99.914 ,123.268 
ST JUDE MEDICAL INC,"5,222.311 ","6,759.821 ","7,052.683 ","10,584.593 ","14,991.652 ","18,399.906 ","12,922.826 ","13,913.308 ","11,344.238 ","12,293.898 ","14,643.585 ",40.155 ,38.825 ,25.462 ,32.290 ,36.147 ,46.481 ,23.895 ,24.933 ,32.000 ,16.132 ,15.489 ,23.710 ,29.476 ,21.999 ,26.645 ,32.451 ,30.959 ,26.496 ,19.513 ,12.922 ,21.413 ,12.512 ,5.792 ,6.143 ,4.774 ,7.247 ,7.274 ,6.530 ,4.680 ,5.042 ,3.274 ,3.426 ,3.494 ,@NA,@NA,@NA,@NA,@NA,@NA,0.240 ,0.741 ,0.860 ,0.568 ,0.648 ,8.423 ,10.597 ,14.158 ,13.278 ,12.689 ,8.122 ,11.446 ,10.490 ,6.716 ,12.095 ,10.593 ,107.862 ,148.335 ,415.525 ,484.927 ,722.496 ,534.568 ,79.888 ,389.094 ,136.443 ,449.927 ,500.336 ,4.361 ,5.093 ,5.940 ,5.978 ,4.724 ,4.028 ,2.748 ,2.537 ,2.563 ,2.899 ,2.587 ,240.132 ,278.650 ,369.955 ,455.945 ,585.941 ,790.404 ,777.910 ,917.177 ,"1,123.988 ","1,226.632 ","1,380.783 "
STAGE STORES INC,@NA,535.276 ,343.035 ,623.668 ,716.481 ,785.687 ,934.557 ,498.126 ,271.679 ,491.800 ,567.594 ,@NM,@NM,6.529 ,11.530 ,14.068 ,14.343 ,16.045 ,9.472 ,@NM,17.000 ,15.500 ,@CF,@CF,4.893 ,8.556 ,8.144 ,8.205 ,11.510 ,4.598 ,(151.393),5.681 ,5.955 ,@NA,1.749 ,0.939 ,1.383 ,1.585 ,1.645 ,1.755 ,0.924 ,0.632 ,1.091 ,1.237 ,@NA,@NA,@NA,@NA,@NA,@NA,0.783 ,1.205 ,1.809 ,1.705 ,1.696 ,(24.357),(2.520),10.210 ,7.980 ,7.480 ,7.638 ,6.703 ,6.091 ,(8.533),3.588 ,4.728 ,20.510 ,22.679 ,20.886 ,14.733 ,40.455 ,33.683 ,15.866 ,17.028 ,26.278 ,93.714 ,89.349 ,12.719 ,0.663 ,0.925 ,@NA,@NC,@NC,@NC,@NC,@NC,@NC,@NC,(8.124),70.915 ,88.121 ,74.376 ,83.123 ,91.667 ,92.792 ,87.188 ,51.859 ,48.415 ,62.767 
STAMPS.COM INC,136.587 ,181.327 ,228.143 ,277.686 ,358.760 ,534.899 ,358.706 ,241.505 ,176.911 ,142.029 ,190.085 ,@NM,@NM,@NM,@NM,@NM,49.913 ,22.183 ,23.882 ,18.547 ,23.684 ,34.868 ,(0.986),(0.738),108.125 ,(70.197),(64.418),48.947 ,20.310 ,15.020 ,14.227 ,20.671 ,21.170 ,0.280 ,0.834 ,1.116 ,1.567 ,3.836 ,5.218 ,2.889 ,2.711 ,1.835 ,1.934 ,2.659 ,@NA,@NA,@NA,@NA,@NA,@NA,0.328 ,0.676 ,1.337 ,0.998 ,0.920 ,(43.732),(94.154),(3.624),(5.232),(4.713),8.804 ,13.543 ,10.163 ,10.899 ,6.920 ,9.631 ,247.939 ,185.391 ,100.656 ,75.936 ,30.047 ,40.772 ,33.608 ,66.305 ,69.365 ,47.789 ,20.362 ,@NA,@NA,@NA,@IF,78.724 ,75.950 ,74.160 ,80.674 ,0.739 ,2.151 ,2.170 ,(214.665),(43.825),(11.765),(12.641),(6.987),8.444 ,11.530 ,6.592 ,5.460 ,5.815 ,6.676 
STANCORP FINANCIAL GROUP INC,"1,526.902 ","1,413.625 ","1,435.702 ","1,835.656 ","2,344.650 ","2,726.171 ","2,411.481 ","2,494.818 ","2,043.597 ","1,966.823 ","2,076.169 ",16.077 ,13.617 ,12.958 ,11.666 ,11.836 ,13.110 ,11.950 ,11.476 ,12.543 ,9.372 ,11.173 ,11.802 ,11.274 ,10.824 ,@CF,@CF,@CF,@CF,@CF,6.374 ,6.669 ,6.453 ,1.698 ,1.432 ,1.273 ,1.401 ,1.687 ,1.927 ,1.649 ,1.786 ,1.439 ,1.092 ,1.037 ,@NA,@NA,@NA,@NA,@NA,@NA,0.378 ,0.774 ,1.249 ,1.852 ,1.583 ,1.381 ,1.457 ,1.270 ,1.566 ,1.778 ,1.695 ,1.494 ,1.518 ,1.119 ,1.261 ,1.059 ,778.500 ,363.500 ,429.600 ,254.700 ,324.500 ,318.000 ,402.700 ,557.000 ,784.300 ,489.500 ,752.900 ,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,141.100 ,164.500 ,177.000 ,257.300 ,309.700 ,343.600 ,327.600 ,383.900 ,280.300 ,373.500 ,321.700 
STANDARD MICROSYSTEMS CORP,251.016 ,266.762 ,244.476 ,542.069 ,327.022 ,696.839 ,646.196 ,655.367 ,340.952 ,435.940 ,606.821 ,11.286 ,35.319 ,@NM,18.372 ,194.778 ,56.069 ,23.418 ,19.688 ,@NM,@NM,56.447 ,7.434 ,13.986 ,86.235 ,17.885 ,17.409 ,33.211 ,15.607 ,13.380 ,6.163 ,(7.998),17.908 ,1.279 ,1.357 ,1.208 ,2.221 ,1.202 ,2.203 ,1.721 ,1.530 ,0.814 ,1.202 ,1.568 ,@NA,@NA,@NA,@NA,@NA,@NA,1.703 ,1.339 ,1.547 ,1.270 ,1.238 ,9.270 ,3.167 ,(2.811),6.948 ,0.502 ,2.684 ,5.555 ,6.100 ,(11.499),(1.664),1.971 ,109.174 ,126.660 ,112.897 ,158.297 ,172.645 ,155.033 ,160.023 ,61.641 ,97.156 ,139.641 ,170.387 ,2.112 ,2.020 ,1.983 ,1.957 ,1.808 ,1.329 ,1.066 ,0.822 ,1.608 ,0.958 ,0.500 ,(1.181),16.087 ,0.923 ,27.365 ,4.623 ,14.225 ,30.648 ,37.648 ,(0.657),(6.455),25.898 
