4883	
	1.810845463	1.815719044	1.811064294	1.806402905	1.855341476
	1.815576271	1.825170243	1.829986718	1.830107766	1.834843433
	1.820436696	1.820869403	1.825220602	1.835038099	1.844852492
	1.851272053	1.850039276	1.840526757	1.839811399	1.845662965
	1.739823857	1.748111483	1.749816771	1.744870616	1.74159772
	1.708097759	1.736483922	1.724342254	1.712143483	1.717676186
	1.713614574	1.723082496	1.729563136	1.718999582	1.734749409
	1.728364935	1.732767535	1.701045474	1.706561401	1.702531454
	1.696823149	1.695269189	1.691058261	1.685141272	1.689235675
	1.679160603	1.673017587	1.677299867	1.683242967	1.759579847
	1.753144259	1.758270919	1.754743628	1.797146784	1.792537805
	1.787888488	1.792278421	1.769151592	1.773895749	1.76440518
	1.763191426	1.768587413	1.778572708	1.773400439	1.801786982
	1.796955981	1.801534239	1.806108393	1.805745467	1.810452986
	1.810872493	1.815618044	1.846634401	1.866507612	1.862347102
	1.856699526	1.860836577	1.853396297	1.857813949	1.852351544
	1.820903024	1.816028655	1.830095028	1.825549418	1.830866584
	1.835528835	1.826024129	1.841107582	1.847576091	1.842953498
	1.83643104	1.756484587	1.753492344	1.744693486	1.738190725
	1.738946255	1.734403562	1.745451696	1.751227462	1.734970493
	1.878637831	1.868197837	1.872440877	1.876275107	1.882837625
	1.891739005	1.892172877	1.885202535	1.90791039	1.899348577
	1.899695497	1.664907979	1.666803732	1.660416553	1.671078076
	1.651622505	1.647302358	1.65843896	1.653951198	1.710579688
	1.705047559	1.716174639	1.709198843	1.730469005	1.721728576
	1.729105553	1.719655931	1.726098297	1.723986342	1.714865789
	1.699465128	1.703590035	1.697646477	1.693418389	1.691515292
	1.687304428	1.685768251	1.681348826	1.669150314	1.673770176
	1.675328819	1.679737268	1.767277387	1.766292788	1.758807324
	1.761712668	1.796442721	1.791284833	1.786563778	1.791883343
	1.783257545	1.787560567	1.778145486	1.782361097	1.772770538
	1.776966953	1.77191955	1.80106002	1.795871226	1.800996459
	1.806029813	1.820941175	1.811003852	1.805785289	1.811373546
	1.849129241	1.856576495	1.854184763	1.87122777	1.861751335
	1.86351406	1.858891316	1.831243163	1.837482375	1.829396782
	1.821458778	1.843929356	1.851014824	1.835469179	1.843007861
	1.747612709	1.763336511	1.758048898	1.755726048	1.752380541
	1.733572287	1.7394736	1.738139307	1.744184358	1.727153613
	1.727617232	1.72242773	1.732141803	1.87945049	1.884126994
	1.888364348	1.869137835	1.917085714	1.92083026	1.898057027
	1.927542397	1.907612315	1.909693425	1.893615103	1.96414917
	1.931929495	1.940171243	1.904334754	1.667513892	1.656079047
	1.662900368	1.660520582	1.633639256	1.637768051	1.644882554
	1.640567807	1.623726361	1.630738406	1.626617257	1.619390166
	1.642045764	1.647110923	1.649166827	1.65359971	1.61206156
	1.604516436	1.609078913	1.616394023	1.707686966	1.706087348
	1.71244737	1.701718566	1.717202558	1.715338497	1.72190148
	1.710827766	1.695703807	1.694488251	1.700054739	1.68994049
	1.67814127	1.684120152	1.682892681	1.688652779	1.669638722
	1.676840054	1.672098682	1.665096104	1.795511514	1.790992242
	1.785831475	1.784684043	1.765755581	1.770900412	1.790512696
	1.781197958	1.774772244	1.776125065	1.780116078	1.795942311
	1.79996574	1.806030041	1.800576896	1.819200017	1.811568055
	1.81110532	1.805303584	1.862460475	1.85836162	1.872436383
	1.849860883	1.827079369	1.82504043	1.818719478	1.834207979
	1.841533496	1.831841456	1.853429655	1.842377207	1.769486647
	1.742806071	1.748901408	1.759249107	1.747576682	1.754613882
	1.760334052	1.753465835	1.764820367	1.736657822	1.741370964
	1.731635949	1.735592288	1.726586589	1.724641808	1.719984135
	1.730498778	1.888099281	1.877062678	1.887078273	1.898820882
	1.917539241	1.949623131	1.999038429	1.937077643	1.92292186
	1.962838361	  2	1.896247197	1.925461963	1.906364443
	1.909867843	1.970860692	1.975842878	1.998076857	1.994606057
	1.593308309	1.588977862	1.601424291	1.596861332	1.656259383
	1.657998451	1.662527581	1.651501528	1.627805708	1.632248422
	1.639893764	1.634825555	1.625129288	1.620691321	1.61804478
	1.613372449	1.64180208	1.637283147	1.644926281	1.649678684
	1.597835463	1.605951046	1.610623311	1.602263124	1.717922344
	1.704381772	1.708858735	1.698794486	1.703478137	1.713310137
	1.70790338	1.711678776	1.693158005	1.692266512	1.687381947
	1.697821645	1.674333722	1.68155021	1.67898417	1.686420133
	1.665601781	1.671649396	1.667018762	1.660739384	1.774183816
	1.780219924	1.784861976	1.786456037	1.791177299	1.795019783
	1.778638692	1.804371373	1.798812103	1.790058709	1.795974889
	1.807648051	1.809978235	1.815878183	1.801370424	1.866032519
	1.874801848	1.853979008	1.862231417	1.82403784	1.813341523
	1.821812261	1.831808654	1.840896318	1.849671708	1.842186828
