Company Name,Com Shares Outstanding Qtly[0Q],Com Shares Outstanding Qtly[-1Q],Com Shares Outstanding Qtly[-2Q],Com Shares Outstanding Qtly[-3Q],Com Shares Outstanding Qtly[-4Q],Com Shares Outstanding Qtly[-5Q],Com Shares Outstanding Qtly[-6Q],Com Shares Outstanding Qtly[-7Q],Com Shares Outstanding Qtly[-8Q],Com Shares Outstanding Qtly[-9Q],Com Shares Outstanding Qtly[-10Q],Com Shares Outstanding Qtly[-11Q],Com Shares Outstanding Qtly[-12Q],Com Shares Outstanding Qtly[-13Q],Com Shares Outstanding Qtly[-14Q],Com Shares Outstanding Qtly[-15Q],Com Shares Outstanding Qtly[-16Q],Com Shares Outstanding Qtly[-17Q],Com Shares Outstanding Qtly[-18Q],Com Shares Outstanding Qtly[-19Q],Com Shares Outstanding Qtly[-20Q],Com Shares Outstanding Qtly[-21Q],Com Shares Outstanding Qtly[-22Q],Com Shares Outstanding Qtly[-23Q],Com Shares Outstanding Qtly[-24Q],Com Shares Outstanding Qtly[-25Q],Com Shares Outstanding Qtly[-26Q],Com Shares Outstanding Qtly[-27Q],Com Shares Outstanding Qtly[-28Q],Com Shares Outstanding Qtly[-29Q],Com Shares Outstanding Qtly[-30Q],Com Shares Outstanding Qtly[-31Q],Com Shares Outstanding Qtly[-32Q],Com Shares Outstanding Qtly[-33Q],Com Shares Outstanding Qtly[-34Q],Com Shares Outstanding Qtly[-35Q],Com Shares Outstanding Qtly[-36Q],Com Shares Outstanding Qtly[-37Q],Com Shares Outstanding Qtly[-38Q],Com Shares Outstanding Qtly[-39Q],Com Shares Outstanding Qtly[-40Q],Com Shares Outstanding Qtly[-41Q],Com Shares Outstanding Qtly[-42Q],Com Shares Outstanding Qtly[-43Q],Com Shares Outstanding Qtly[-44Q],Com Shares Outstanding Qtly[-45Q],Com Shares Outstanding Qtly[-46Q],Com Shares Outstanding Qtly[-47Q],Com Shares Outstanding Qtly[-48Q]
NORTHWEST NATURAL GAS CO,26.755996704101562,26.702987670898438,26.672988891601562,26.672988891601562,26.667999267578125,26.639999389648438,26.57598876953125,26.563995361328125,26.532989501953125,26.516998291015625,26.51300048828125,26.503997802734375,26.500991821289062,26.470993041992188,26.43499755859375,26.4119873046875,26.406997680664062,26.584991455078125,26.814987182617188,27.110000610351562,27.28399658203125,27.555999755859375,27.5469970703125,27.578994750976562,27.578994750976562,27.542999267578125,27.563995361328125,27.550994873046875,27.5469970703125,27.417999267578125,27.33599853515625,26.00299072265625,25.93798828125,25.8489990234375,25.725997924804688,25.646987915039062,25.58599853515625,25.526992797851562,25.464996337890625,25.307998657226562,25.227996826171875,25.15899658203125,25.105987548828125,25.134994506835938,25.233,25.21,25.184,25.165,25.092
NORTHWESTERN CORP,36.38499450683594,36.27799987792969,36.26499938964844,36.25999450683594,36.25299072265625,36.22999572753906,36.20500183105469,36.180999755859375,36.006988525390625,36.00299072265625,35.983001708984375,35.94200134277344,35.93699645996094,35.92799377441406,35.90998840332031,38.972991943359375,38.972991943359375,38.97099304199219,37.17999267578125,36.4119873046875,35.84999084472656,35.63800048828125,35.52299499511719,35.493988037109375,35.57899475097656,35.602996826171875,35.68998718261719,35.62300109863281,35.610992431640625,35.727996826171875,37.67999267578125,37.67999267578125,37.67999267578125,37.67999267578125,37.67999267578125,37.67999267578125,37.209991455078125,37.222991943359375,@NA,@NA,@NA,27.240997314453125,23.716995239257812,23.682998657226562,23.472000122070312,23.411,23.119,23.119,23.109
NOVATEL WIRELESS INC,32.261993408203125,32.05999755859375,32.055999755859375,32.03199768066406,31.85198974609375,31.6199951171875,31.61199951171875,31.253997802734375,31.091995239257812,30.847000122070312,30.649993896484375,30.39898681640625,30.326995849609375,30.320999145507812,30.763992309570312,31.432998657226562,32.60198974609375,32.4639892578125,31.634994506835938,30.21099853515625,29.742996215820312,29.709991455078125,29.6409912109375,29.43798828125,29.32598876953125,29.256988525390625,29.13299560546875,29.02099609375,28.944000244140625,28.448989868164062,27.909988403320312,16.679000854492188,12.73799991607666,8.869000434875488,7.706999778747559,7.000999450683594,6.984999656677246,6.100326823871001,5.080527991740382,4.476795250448049,3.6429296719870763,3.6412623965588864,3.626796061071218,3.615395722008543,3.586729912757874,2.977997159957886,@NA,@NA,0.6501993799209594
NOVELLUS SYSTEMS INC,69.64599609375,69.64599609375,66.5889892578125,69.62998962402344,89.30799865722656,90.98799133300781,90.18800354003906,91.91400146484375,96.05000305175781,96.86698913574219,97.0,97.58599853515625,97.65699768066406,97.0889892578125,97.66400146484375,99.14999389648438,99.86199951171875,105.343994140625,116.14498901367188,123.81700134277344,126.35800170898438,125.45199584960938,123.60398864746094,123.2449951171875,127.24400329589844,132.82000732421875,133.3780059814453,138.5989990234375,138.11000061035156,140.30599975585938,139.7899932861328,142.7729949951172,147.85699462890625,152.8990020751953,152.33599853515625,151.39199829101562,149.91099548339844,149.11900329589844,143.0019989013672,145.0709991455078,145.1840057373047,143.6060028076172,143.3159942626953,143.1999969482422,142.45199584960938,131.507,131.448,131.069,130.623
NRG ENERGY INC,227.52000427246094,238.6060028076172,241.13699340820312,247.31900024414062,247.19700622558594,250.23599243164062,253.11700439453125,255.302001953125,253.9949951171875,256.408935546875,265.23681640625,265.208984375,234.35699462890625,233.02699279785156,235.9759979248047,235.5469970703125,236.73500061035156,238.59300231933594,239.8300018310547,242.24600219726562,244.64797973632812,274.06201171875,273.9580078125,273.95001220703125,161.40399169921875,161.4019775390625,174.08999633789062,174.08999633789062,174.083984375,200.0159912109375,200.01400756835938,200.0,200.0,@IF,@IF,@IF,@IF,@IF,@IF,395.5559997558594,397.0880126953125,397.0719909667969,397.0660095214844,396.9880065917969,360.002,360.002,360.002,295.21,295.21
NTELOS HOLDINGS CORP,21.086990356445312,21.124000549316406,21.071998596191406,21.04949951171875,20.98199462890625,20.858497619628906,20.843994140625,20.77050018310547,20.715499877929688,21.139495849609375,21.181495666503906,21.17449951171875,21.091995239257812,21.08899688720703,21.07849884033203,21.045997619628906,21.031494140625,21.022499084472656,21.008995056152344,20.98999786376953,20.982498168945312,20.96599578857422,20.936500549316406,20.933998107910156,20.933998107910156,5.682000160217285,5.682000160217285,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA
NUCOR CORP,316.748779296875,316.748779296875,316.703857421875,316.5029296875,316.06201171875,315.790771484375,315.72900390625,315.560791015625,315.125,314.85595703125,314.81298828125,314.6728515625,314.2568359375,313.976806640625,313.949951171875,316.575927734375,288.559814453125,287.992919921875,287.927001953125,299.48583984375,301.703857421875,300.948974609375,302.115966796875,308.31884765625,311.59600830078125,310.2200012207031,311.2380065917969,312.4700012207031,320.3919982910156,319.02398681640625,318.17999267578125,317.07196044921875,315.72796630859375,314.3599853515625,313.16400146484375,312.823974609375,312.739990234375,312.719970703125,312.69598388671875,312.67999267578125,312.12799072265625,311.260009765625,311.1400146484375,311.05596923828125,310.3800048828125,310.332,311.468,324.548,340.176
NUTRISYSTEM INC,28.180999755859375,28.0159912109375,27.927993774414062,28.047988891601562,28.099990844726562,28.097991943359375,30.464996337890625,31.385986328125,30.949996948242188,30.95098876953125,30.944992065429688,30.560989379882812,30.784988403320312,30.927993774414062,31.402999877929688,30.7919921875,33.95599365234375,34.550994873046875,34.26399230957031,34.3179931640625,35.878997802734375,35.44599914550781,36.26399230957031,35.88999938964844,35.43199157714844,34.47499084472656,34.084991455078125,30.807998657226562,30.13299560546875,29.4219970703125,29.1929931640625,28.951995849609375,28.510986328125,28.353988647460938,26.050994873046875,26.220993041992188,26.218994140625,26.235992431640625,26.350997924804688,26.709991455078125,27.064987182617188,27.644989013671875,28.044998168945312,28.628997802734375,28.736,28.712,27.795,27.745,@NA
NUVASIVE INC,42.45500183105469,39.90399169921875,39.86698913574219,39.65199279785156,39.52799987792969,39.41899108886719,39.343994140625,39.097991943359375,38.77398681640625,38.183990478515625,37.61299133300781,36.404998779296875,36.30999755859375,36.141998291015625,35.79399108886719,35.51300048828125,35.33000183105469,35.03900146484375,34.84199523925781,34.50898742675781,33.92900085449219,33.78399658203125,33.214996337890625,33.06199645996094,25.105987548828125,24.985000610351562,24.423995971679688,24.035995483398438,23.95098876953125,23.7869873046875,23.7239990234375,23.342987060546875,1.7179994583129883,@NA,@NA,@NA,1.7899999618530273,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA
NV ENERGY INC,236.0,236.0,235.9770050048828,235.7729949951172,235.322998046875,235.17300415039062,235.11199951171875,234.93899536132812,234.83399963378906,234.6840057373047,234.6179962158203,234.39599609375,234.31700134277344,234.14999389648438,234.08900451660156,233.9429931640625,233.73899841308594,221.6479949951172,221.62600708007812,221.2550048828125,221.02999877929688,220.9219970703125,200.9199981689453,200.79200744628906,200.79200744628906,183.42300415039062,117.65199279785156,117.56999206542969,117.468994140625,117.43099975585938,117.33000183105469,117.25999450683594,117.23599243164062,117.18099975585938,117.17599487304688,117.13499450683594,102.177001953125,102.13800048828125,102.13299560546875,102.11099243164062,102.11099243164062,102.08999633789062,78.51499938964844,78.48500061035156,78.475,78.451,78.42,78.42,78.428
NVIDIA CORP,612.19091796875,610.65283203125,603.726806640625,600.287841796875,588.555908203125,581.0,574.0,572.199951171875,561.4658203125,554.89990234375,547.7998046875,546.199951171875,538.4609375,537.06298828125,556.581787109375,554.73388671875,557.101806640625,555.57080078125,548.8125,544.3692626953125,541.4835205078125,533.3173828125,533.3173828125,528.7694091796875,514.4310150146484,513.5279846191406,506.0760040283203,506.8739776611328,501.2699890136719,498.6389923095703,499.6230010986328,497.7929992675781,492.43798828125,486.5190124511719,481.7850036621094,477.2010040283203,473.36997985839844,472.968017578125,459.0809783935547,455.9219970703125,448.6589813232422,433.7220153808594,430.5780029296875,420.9659729003906,410.736,407.34000000000003,392.72399999999993,398.664,373.20000000000005
NVR INC,5.065999984741211,4.9770002365112305,5.013999938964844,5.5789995193481445,5.866999626159668,5.663999557495117,5.630999565124512,5.925000190734863,6.149999618530273,5.949999809265137,5.927000045776367,5.802000045776367,5.72599983215332,5.5329999923706055,5.451999664306641,5.423999786376953,5.27400016784668,5.137999534606934,5.13599967956543,5.609000205993652,5.671999931335449,5.517999649047852,5.6449995040893555,5.750999450683594,5.680999755859375,5.627999305725098,6.241000175476074,6.345999717712402,6.506999969482422,6.573999404907227,6.401999473571777,6.380000114440918,6.635000228881836,6.7270002365112305,7.083000183105469,7.234999656677246,7.019000053405762,7.021999359130859,7.0889997482299805,7.290999412536621,7.186999320983887,7.47499942779541,7.559999465942383,7.98799991607666,8.208999633789062,8.859,8.841,9.171,9.391
NYSE EURONEXT,258.0,262.0,262.0,262.0,261.0,261.0,261.0,261.0,260.0,260.0,260.0,260.0,259.0,265.0,265.0,265.0,265.0,264.0,264.0,156.76100158691406,156.32699584960938,156.14199829101562,155.6269989013672,155.5019989013672,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA
O'REILLY AUTOMOTIVE INC,125.99299621582031,127.17999267578125,128.44900512695312,135.9550018310547,138.74200439453125,141.0260009765625,139.32000732421875,138.6699981689453,137.8820037841797,137.46800231933594,137.125,136.1300048828125,135.40899658203125,134.82899475097656,134.47000122070312,115.76100158691406,115.48199462890625,115.26100158691406,115.06700134277344,114.83599853515625,114.12599182128906,113.92900085449219,113.6409912109375,113.39399719238281,113.19898986816406,112.38899230957031,112.07899475097656,111.81700134277344,111.20599365234375,110.75399780273438,110.41598510742188,110.21600341796875,109.56997680664062,109.32998657226562,108.5579833984375,107.86798095703125,106.989990234375,106.74197387695312,106.59197998046875,106.27798461914062,105.86398315429688,105.70199584960938,105.10598754882812,104.39797973632812,103.32998657226562,103.09,102.782,102.384,101.992
OCCIDENTAL PETROLEUM CORP,811.0087890625,811.0087890625,811.788818359375,812.77099609375,812.875,812.7939453125,812.5859375,812.243896484375,812.169921875,811.921875,811.6669921875,810.77587890625,810.575927734375,810.246826171875,809.876953125,817.077880859375,820.72900390625,825.73583984375,828.595947265625,830.743896484375,833.81396484375,839.9189453125,841.0830078125,845.33984375,856.53759765625,804.23583984375,803.99755859375,799.59765625,796.501953125,793.45361328125,789.44384765625,783.39599609375,782.3759765625,774.095703125,770.25,765.53369140625,758.52197265625,755.7197265625,753.90185546875,752.78173828125,749.8837890625,748.251953125,747.18359375,746.6357421875,740.9638671875,739.968,738.748,737.76,737.25
OCEANEERING INTERNATIONAL,108.03500366210938,108.03500366210938,108.03500366210938,108.53298950195312,108.53399658203125,108.22998046875,108.22998046875,108.28598022460938,110.28399658203125,109.83599853515625,109.75997924804688,109.42999267578125,109.42398071289062,108.94998168945312,108.94998168945312,110.3759765625,110.24197387695312,110.14999389648438,110.1259765625,109.4539794921875,108.98599243164062,108.87997436523438,108.38998413085938,107.89599609375,107.44000244140625,107.115966796875,106.751953125,104.52398681640625,103.8280029296875,103.27996826171875,102.3079833984375,100.303955078125,99.7239990234375,97.531982421875,97.10394287109375,96.7039794921875,96.17596435546875,97.98797607421875,98.75994873046875,99.0279541015625,98.23199462890625,95.0679931640625,94.4239501953125,94.251953125,93.31195068359375,92.152,91.884,91.64,91.276
OFFICE DEPOT INC,280.515869140625,280.4677734375,280.035888671875,277.57080078125,277.143798828125,277.06689453125,275.958984375,275.5029296875,274.73681640625,274.718994140625,274.73583984375,274.701904296875,274.86181640625,274.885986328125,274.989990234375,273.10400390625,272.9580078125,272.887939453125,272.769775390625,274.796875,276.39990234375,278.408935546875,283.27685546875,287.7109375,297.02587890625,307.79296875,316.77978515625,315.27490234375,312.302001953125,312.5859375,313.083984375,311.950927734375,310.19384765625,313.02783203125,309.56884765625,308.787841796875,308.514892578125,308.56201171875,309.198974609375,306.288818359375,303.094970703125,299.7138671875,298.495849609375,297.225830078125,296.498,298.896,310.332,316.74,329.442
OFFICEMAX INC,86.15899658203125,86.08999633789062,86.00399780273438,85.96800231933594,85.05799865722656,85.0260009765625,85.01399230957031,84.81300354003906,84.625,76.29299926757812,76.28999328613281,76.28900146484375,75.97698974609375,75.95199584960938,75.93499755859375,75.90599060058594,75.39700317382812,75.39498901367188,75.375,75.3280029296875,74.90299987792969,74.322998046875,74.05599975585938,70.86000061035156,70.80499267578125,70.74400329589844,70.70500183105469,93.85299682617188,93.57598876953125,88.15299987792969,87.91499328613281,87.44200134277344,87.13699340820312,59.54899597167969,58.313995361328125,58.2919921875,58.28399658203125,58.282989501953125,58.235992431640625,58.19499206542969,58.06199645996094,58.02799987792969,57.550994873046875,57.38999938964844,57.337,57.331,57.331,57.219,57.158
OGE ENERGY CORP,98.09999084472656,98.05699157714844,97.97299194335938,97.90899658203125,97.59999084472656,97.47698974609375,97.37300109863281,97.20500183105469,97.0,96.79100036621094,96.56500244140625,96.03700256347656,93.5,92.78298950195312,92.2969970703125,91.9739990234375,91.80000305175781,91.79299926757812,91.75599670410156,91.7449951171875,91.19999694824219,91.13999938964844,90.97200012207031,90.77299499511719,90.59999084472656,90.56900024414062,90.30000305175781,90.19499206542969,90.0,88.97999572753906,87.62699890136719,87.62100219726562,87.39999389648438,86.9169921875,80.60899353027344,79.21800231933594,78.5,78.44200134277344,78.14599609375,78.0,77.99198913574219,77.92399597167969,77.92298889160156,77.9219970703125,77.922,77.863,77.863,77.863,77.863
OIL STATES INTL INC,51.63398742675781,51.28900146484375,51.19999694824219,51.31700134277344,51.16999816894531,50.8389892578125,50.511993408203125,50.2239990234375,50.095001220703125,49.81498718261719,49.748992919921875,49.64299011230469,49.57398986816406,49.50099182128906,49.77099609375,49.82398986816406,49.53900146484375,49.391998291015625,50.09599304199219,49.610992431640625,49.22099304199219,49.2969970703125,49.57798767089844,49.79100036621094,49.47999572753906,49.17900085449219,49.055999755859375,48.88800048828125,49.9119873046875,49.57798767089844,49.58799743652344,49.39799499511719,49.240997314453125,49.1619873046875,48.654998779296875,48.60899353027344,48.56999206542969,48.52299499511719,48.399993896484375,48.399993896484375,48.332000732421875,48.332000732421875,48.23199462890625,48.31298828125,48.269989013671875,27.2,27.155,@NA,@NA
OLD DOMINION FREIGHT,57.4429931640625,57.4429931640625,57.4429931640625,57.4429931640625,57.4429931640625,55.92698669433594,55.92698669433594,55.92748260498047,55.92748260498047,55.92748260498047,55.92748260498047,55.92748260498047,55.92748260498047,55.92748260498047,55.92748260498047,55.92748260498047,55.92748260498047,55.92748260498047,55.92748260498047,55.92748260498047,55.92748260498047,55.92748260498047,55.92748260498047,55.92748260498047,55.92748260498047,55.92748260498047,55.92597198486328,55.90121841430664,55.90121841430664,55.90121841430664,55.88099670410156,54.224979400634766,54.199092864990234,54.199092864990234,54.199092864990234,54.15186882019043,54.1282519698143,53.92575216293335,42.109874188899994,42.1048144698143,42.09468537569046,42.08456110954285,42.08456110954285,42.08456110954285,42.08456110954285,42.084562500000004,42.084562500000004,42.084562500000004,42.084562500000004
OLD NATIONAL BANCORP,94.65399169921875,94.75199890136719,94.75199890136719,94.73399353027344,87.18299865722656,87.1719970703125,87.17098999023438,87.16099548339844,87.18199157714844,87.17298889160156,66.43299865722656,66.41099548339844,66.32099914550781,66.28500366210938,66.20599365234375,66.20199584960938,66.20500183105469,66.19999694824219,66.19400024414062,66.41600036621094,66.50299072265625,66.40699768066406,66.53500366210938,67.40899658203125,67.64900207519531,68.00999450683594,68.94999694824219,68.71699523925781,69.28738775310558,69.25798788261454,69.58664158473039,69.77143619303752,69.90400873546605,70.06165532882733,69.92054556198127,70.11126580837299,70.40094710137419,69.99462314273114,70.42873250271077,70.80149494670695,74.35737113900359,71.18003987150587,72.11353661149587,72.70793575959942,73.30833854842186,74.26554974484444,70.74556510519982,71.49857124638558,60.353887303948405
